Date,Country,Province,ISO3,Confirmed,Fatal,Recovered,Hosp_require,Moderate,Severe,Tests,Vaccinations,Vaccinations_boosters,Vaccinated_once,Vaccinated_full
2021-04-23,Japan,Wakayama,JPN,1979,22.0,1547.0,379.0,323.0,56.0,30171.0,0.0,,,
2021-04-23,Japan,Tottori,JPN,352,2.0,270.0,74.0,74.0,0.0,59075.0,0.0,,,
2021-04-23,Japan,Shimane,JPN,324,0.0,296.0,28.0,28.0,0.0,19437.0,0.0,,,
2021-04-23,Japan,Okayama,JPN,3447,37.0,2907.0,396.0,385.0,11.0,89012.0,0.0,,,
2021-04-23,Japan,Hiroshima,JPN,5573,108.0,5223.0,219.0,216.0,3.0,232883.0,0.0,,,
2021-04-23,Japan,Yamaguchi,JPN,1674,43.0,1419.0,212.0,212.0,0.0,77872.0,0.0,,,
2021-04-23,Japan,Tokushima,JPN,1068,31.0,685.0,352.0,345.0,7.0,40362.0,0.0,,,
2021-04-23,Japan,Kagawa,JPN,1137,20.0,970.0,152.0,148.0,4.0,59274.0,0.0,,,
2021-04-23,Japan,Ehime,JPN,2132,29.0,1715.0,388.0,379.0,9.0,56885.0,0.0,,,
2021-04-23,Japan,Kochi,JPN,980,19.0,933.0,28.0,28.0,0.0,7672.0,0.0,,,
2021-04-23,Japan,Fukuoka,JPN,21021,345.0,19168.0,1506.0,1494.0,12.0,572011.0,0.0,,,
2021-04-23,Japan,Saga,JPN,1452,13.0,1280.0,179.0,179.0,0.0,36180.0,0.0,,,
2021-04-23,Japan,Nagasaki,JPN,1887,40.0,1633.0,220.0,219.0,1.0,88116.0,0.0,,,
2021-04-23,Japan,Kumamoto,JPN,3767,77.0,3487.0,203.0,198.0,5.0,61660.0,0.0,,,
2021-04-23,Japan,Oita,JPN,1502,24.0,1331.0,147.0,146.0,1.0,104856.0,0.0,,,
2021-04-23,Japan,Miyazaki,JPN,2089,22.0,2001.0,58.0,58.0,0.0,28570.0,0.0,,,
2021-04-23,Japan,Kagoshima,JPN,2003,28.0,1917.0,75.0,75.0,0.0,79790.0,0.0,,,
2021-04-23,Japan,Okinawa,JPN,11952,133.0,10540.0,1285.0,1275.0,10.0,185402.0,0.0,,,
2021-04-24,Japan,Hokkaido,JPN,23160,832.0,21072.0,1194.0,1170.0,24.0,509854.0,0.0,,,
2021-04-24,Japan,Aomori,JPN,1462,21.0,1191.0,250.0,250.0,0.0,31260.0,0.0,,,
2021-04-24,Japan,Iwate,JPN,838,31.0,737.0,70.0,69.0,1.0,54323.0,0.0,,,
2021-04-24,Japan,Miyagi,JPN,7867,59.0,7101.0,684.0,669.0,15.0,115217.0,0.0,,,
2021-04-24,Japan,Akita,JPN,413,9.0,333.0,71.0,71.0,0.0,9637.0,0.0,,,
2021-04-24,Japan,Yamagata,JPN,1423,30.0,1211.0,182.0,177.0,5.0,44988.0,0.0,,,
2021-04-24,Japan,Fukushima,JPN,3181,121.0,2721.0,339.0,328.0,11.0,179405.0,0.0,,,
2021-04-24,Japan,Ibaraki,JPN,7811,131.0,7143.0,537.0,526.0,11.0,28924.0,0.0,,,
2021-04-24,Japan,Tochigi,JPN,5199,70.0,4938.0,191.0,187.0,4.0,194732.0,0.0,,,
2021-04-24,Japan,Gunma,JPN,5686,103.0,5290.0,293.0,289.0,4.0,131991.0,0.0,,,
2021-04-24,Japan,Saitama,JPN,36673,737.0,33825.0,2111.0,2079.0,32.0,732366.0,0.0,,,
2021-04-24,Japan,Chiba,JPN,32357,615.0,30508.0,1234.0,1220.0,14.0,533397.0,0.0,,,
2021-04-24,Japan,Tokyo,JPN,134538,1872.0,126617.0,6049.0,5998.0,51.0,1962066.0,0.0,,,
2021-04-24,Japan,Kanagawa,JPN,52190,808.0,49511.0,1871.0,1843.0,28.0,779963.0,0.0,,,
2021-04-24,Japan,Niigata,JPN,2145,18.0,1754.0,373.0,371.0,2.0,101809.0,0.0,,,
2021-04-24,Japan,Toyama,JPN,1244,29.0,1066.0,149.0,144.0,5.0,48632.0,0.0,,,
2021-04-24,Japan,Ishikawa,JPN,2346,68.0,2005.0,271.0,260.0,11.0,68927.0,0.0,,,
2021-04-24,Japan,Fukui,JPN,843,33.0,637.0,173.0,171.0,2.0,45182.0,0.0,,,
2021-04-24,Japan,Yamanashi,JPN,1113,19.0,1029.0,65.0,64.0,1.0,35312.0,0.0,,,
2021-04-24,Japan,Nagano,JPN,3715,58.0,3292.0,403.0,399.0,4.0,141593.0,0.0,,,
2021-04-24,Japan,Gifu,JPN,5593,130.0,5103.0,360.0,356.0,4.0,181746.0,0.0,,,
2021-04-24,Japan,Shizuoka,JPN,6284,121.0,5902.0,246.0,243.0,3.0,280654.0,0.0,,,
2021-04-24,Japan,Aichi,JPN,31394,618.0,28180.0,2596.0,2576.0,20.0,530413.0,0.0,,,
2021-04-24,Japan,Mie,JPN,3490,77.0,3004.0,498.0,482.0,16.0,91905.0,0.0,,,
2021-04-24,Japan,Shiga,JPN,3499,61.0,2926.0,512.0,507.0,5.0,100656.0,0.0,,,
2021-04-24,Japan,Kyoto,JPN,11427,181.0,10142.0,1142.0,1130.0,12.0,203699.0,0.0,,,
2021-04-24,Japan,Osaka,JPN,74509,1340.0,56378.0,16124.0,15776.0,348.0,1332372.0,0.0,,,
2021-04-24,Japan,Hyogo,JPN,28131,653.0,23113.0,4365.0,4276.0,89.0,359038.0,0.0,,,
2021-04-24,Japan,Nara,JPN,5678,69.0,4552.0,1057.0,1036.0,21.0,118912.0,0.0,,,
2021-04-24,Japan,Wakayama,JPN,2010,22.0,1573.0,383.0,328.0,55.0,30171.0,0.0,,,
2021-04-24,Japan,Tottori,JPN,352,2.0,275.0,70.0,70.0,0.0,59150.0,0.0,,,
2021-04-24,Japan,Shimane,JPN,329,0.0,296.0,33.0,33.0,0.0,19437.0,0.0,,,
2021-04-24,Japan,Okayama,JPN,3536,37.0,2907.0,396.0,385.0,11.0,95544.0,0.0,,,
2021-04-24,Japan,Hiroshima,JPN,5620,109.0,5253.0,240.0,237.0,3.0,232883.0,0.0,,,
2021-04-24,Japan,Yamaguchi,JPN,1697,43.0,1429.0,225.0,225.0,0.0,77872.0,0.0,,,
2021-04-24,Japan,Tokushima,JPN,1115,32.0,712.0,371.0,364.0,7.0,40789.0,0.0,,,
2021-04-24,Japan,Kagawa,JPN,1146,20.0,986.0,145.0,141.0,4.0,59782.0,0.0,,,
2021-04-24,Japan,Ehime,JPN,2164,30.0,1744.0,390.0,381.0,9.0,57490.0,0.0,,,
2021-04-24,Japan,Kochi,JPN,982,19.0,936.0,27.0,27.0,0.0,7705.0,0.0,,,
2021-04-24,Japan,Fukuoka,JPN,21260,345.0,19237.0,1678.0,1664.0,14.0,577100.0,0.0,,,
2021-04-24,Japan,Saga,JPN,1452,13.0,1280.0,179.0,179.0,0.0,36180.0,0.0,,,
2021-04-24,Japan,Nagasaki,JPN,1923,40.0,1635.0,254.0,253.0,1.0,88894.0,0.0,,,
2021-04-24,Japan,Kumamoto,JPN,3767,77.0,3487.0,203.0,198.0,5.0,62103.0,0.0,,,
2021-04-24,Japan,Oita,JPN,1578,24.0,1333.0,213.0,212.0,1.0,106061.0,0.0,,,
2021-04-24,Japan,Miyazaki,JPN,2124,22.0,2008.0,86.0,86.0,0.0,28570.0,0.0,,,
2021-04-24,Japan,Kagoshima,JPN,2010,28.0,1921.0,82.0,82.0,0.0,79790.0,0.0,,,
2021-04-24,Japan,Okinawa,JPN,12069,133.0,10653.0,1289.0,1278.0,11.0,185656.0,0.0,,,
2021-04-25,Japan,Hokkaido,JPN,23270,837.0,21108.0,1256.0,1232.0,24.0,512060.0,0.0,,,
2021-04-25,Japan,Aomori,JPN,1482,22.0,1202.0,258.0,258.0,0.0,31293.0,0.0,,,
2021-04-25,Japan,Iwate,JPN,848,31.0,739.0,78.0,76.0,2.0,54585.0,0.0,,,
2021-04-25,Japan,Miyagi,JPN,7898,59.0,7149.0,681.0,665.0,16.0,115308.0,0.0,,,
2021-04-25,Japan,Akita,JPN,414,9.0,336.0,69.0,69.0,0.0,9637.0,0.0,,,
2021-04-25,Japan,Yamagata,JPN,1441,32.0,1227.0,182.0,177.0,5.0,44992.0,0.0,,,
2021-04-25,Japan,Fukushima,JPN,3198,121.0,2747.0,330.0,319.0,11.0,180190.0,0.0,,,
2021-04-25,Japan,Ibaraki,JPN,7887,132.0,7197.0,558.0,545.0,13.0,28924.0,0.0,,,
2021-04-25,Japan,Tochigi,JPN,5227,70.0,4948.0,209.0,205.0,4.0,195374.0,0.0,,,
2021-04-25,Japan,Gunma,JPN,5724,103.0,5309.0,312.0,309.0,3.0,131991.0,0.0,,,
2021-04-25,Japan,Saitama,JPN,36884,738.0,33994.0,2152.0,2123.0,29.0,733863.0,0.0,,,
2021-04-25,Japan,Chiba,JPN,32503,616.0,30689.0,1198.0,1182.0,16.0,533805.0,0.0,,,
2021-04-25,Japan,Tokyo,JPN,135173,1876.0,127263.0,6034.0,5984.0,50.0,1962066.0,0.0,,,
2021-04-25,Japan,Kanagawa,JPN,52411,812.0,49712.0,1887.0,1850.0,37.0,779963.0,0.0,,,
2021-04-25,Japan,Niigata,JPN,2177,18.0,1754.0,405.0,403.0,2.0,102304.0,0.0,,,
2021-04-25,Japan,Toyama,JPN,1254,29.0,1072.0,153.0,148.0,5.0,48632.0,0.0,,,
2021-04-25,Japan,Ishikawa,JPN,2367,69.0,2019.0,277.0,266.0,11.0,69063.0,0.0,,,
2021-04-25,Japan,Fukui,JPN,849,33.0,638.0,178.0,175.0,3.0,45455.0,0.0,,,
2021-04-25,Japan,Yamanashi,JPN,1113,19.0,1029.0,65.0,64.0,1.0,35312.0,0.0,,,
2021-04-25,Japan,Nagano,JPN,3735,62.0,3328.0,392.0,387.0,5.0,141593.0,0.0,,,
2021-04-25,Japan,Gifu,JPN,5635,130.0,5133.0,372.0,366.0,6.0,181992.0,0.0,,,
2021-04-25,Japan,Shizuoka,JPN,6315,121.0,5910.0,284.0,281.0,3.0,280654.0,0.0,,,
2021-04-25,Japan,Aichi,JPN,31732,619.0,28340.0,2773.0,2753.0,20.0,530413.0,0.0,,,
2021-04-25,Japan,Mie,JPN,3526,77.0,3006.0,534.0,520.0,14.0,91905.0,0.0,,,
2021-04-25,Japan,Shiga,JPN,3521,61.0,3003.0,457.0,453.0,4.0,100974.0,0.0,,,
2021-04-25,Japan,Kyoto,JPN,11427,181.0,10142.0,1142.0,1130.0,12.0,203699.0,0.0,,,
2021-04-25,Japan,Osaka,JPN,75559,1361.0,56828.0,16692.0,16330.0,362.0,1347565.0,0.0,,,
2021-04-25,Japan,Hyogo,JPN,28762,657.0,23594.0,4511.0,4422.0,89.0,361841.0,0.0,,,
2021-04-25,Japan,Nara,JPN,5768,71.0,4592.0,1103.0,1083.0,20.0,118912.0,0.0,,,
2021-04-25,Japan,Wakayama,JPN,2033,22.0,1594.0,385.0,330.0,55.0,30171.0,0.0,,,
2021-04-25,Japan,Tottori,JPN,356,2.0,281.0,66.0,66.0,0.0,59348.0,0.0,,,
2021-04-25,Japan,Shimane,JPN,332,0.0,295.0,37.0,37.0,0.0,19437.0,0.0,,,
2021-04-25,Japan,Okayama,JPN,3601,37.0,2907.0,396.0,385.0,11.0,95544.0,0.0,,,
2021-04-25,Japan,Hiroshima,JPN,5669,109.0,5277.0,259.0,256.0,3.0,237949.0,0.0,,,
2021-04-25,Japan,Yamaguchi,JPN,1718,43.0,1433.0,242.0,241.0,1.0,77872.0,0.0,,,
2021-04-25,Japan,Tokushima,JPN,1159,35.0,746.0,378.0,371.0,7.0,41222.0,0.0,,,
2021-04-25,Japan,Kagawa,JPN,1154,21.0,998.0,141.0,137.0,4.0,59782.0,0.0,,,
2021-04-25,Japan,Ehime,JPN,2192,32.0,1768.0,392.0,381.0,11.0,57611.0,0.0,,,
2021-04-25,Japan,Kochi,JPN,989,19.0,938.0,32.0,30.0,2.0,7710.0,0.0,,,
2021-04-25,Japan,Fukuoka,JPN,21581,346.0,19360.0,1875.0,1859.0,16.0,580261.0,0.0,,,
2021-04-25,Japan,Saga,JPN,1524,13.0,1318.0,218.0,213.0,5.0,37237.0,0.0,,,
2021-04-25,Japan,Nagasaki,JPN,1947,40.0,1640.0,278.0,277.0,1.0,88968.0,0.0,,,
2021-04-25,Japan,Kumamoto,JPN,3767,77.0,3487.0,203.0,198.0,5.0,62103.0,0.0,,,
2021-04-25,Japan,Oita,JPN,1641,24.0,1335.0,282.0,281.0,1.0,106440.0,0.0,,,
2021-04-25,Japan,Miyazaki,JPN,2140,22.0,2011.0,99.0,99.0,0.0,28570.0,0.0,,,
2021-04-25,Japan,Kagoshima,JPN,2024,28.0,1928.0,82.0,82.0,0.0,79790.0,0.0,,,
2021-04-25,Japan,Okinawa,JPN,12135,133.0,10748.0,1260.0,1251.0,9.0,185656.0,0.0,,,
2021-04-26,Japan,Hokkaido,JPN,23409,843.0,21170.0,1325.0,1300.0,25.0,513838.0,0.0,,,
2021-04-26,Japan,Aomori,JPN,1489,22.0,1236.0,231.0,231.0,0.0,31534.0,0.0,,,
2021-04-26,Japan,Iwate,JPN,851,31.0,744.0,76.0,74.0,2.0,54744.0,0.0,,,
2021-04-26,Japan,Miyagi,JPN,7914,60.0,7220.0,628.0,612.0,16.0,116146.0,0.0,,,
2021-04-26,Japan,Akita,JPN,417,9.0,344.0,64.0,64.0,0.0,9948.0,0.0,,,
2021-04-26,Japan,Yamagata,JPN,1460,32.0,1233.0,195.0,190.0,5.0,46448.0,0.0,,,
2021-04-26,Japan,Fukushima,JPN,3216,121.0,2763.0,332.0,321.0,11.0,181078.0,0.0,,,
2021-04-26,Japan,Ibaraki,JPN,7922,133.0,7248.0,541.0,526.0,15.0,29325.0,0.0,,,
2021-04-26,Japan,Tochigi,JPN,5242,71.0,4972.0,199.0,195.0,4.0,195757.0,0.0,,,
2021-04-26,Japan,Gunma,JPN,5754,103.0,5337.0,314.0,311.0,3.0,133234.0,0.0,,,
2021-04-26,Japan,Saitama,JPN,36993,738.0,34222.0,2033.0,2003.0,30.0,737021.0,0.0,,,
2021-04-26,Japan,Chiba,JPN,32593,616.0,30769.0,1208.0,1191.0,17.0,536166.0,0.0,,,
2021-04-26,Japan,Tokyo,JPN,135598,1876.0,127860.0,5862.0,5807.0,55.0,1975748.0,0.0,,,
2021-04-26,Japan,Kanagawa,JPN,52571,812.0,49953.0,1806.0,1771.0,35.0,788782.0,0.0,,,
2021-04-26,Japan,Niigata,JPN,2192,18.0,1804.0,370.0,368.0,2.0,103993.0,0.0,,,
2021-04-26,Japan,Toyama,JPN,1263,29.0,1086.0,148.0,143.0,5.0,49195.0,0.0,,,
2021-04-26,Japan,Ishikawa,JPN,2382,69.0,2039.0,272.0,261.0,11.0,69195.0,0.0,,,
2021-04-26,Japan,Fukui,JPN,849,33.0,649.0,176.0,173.0,3.0,45505.0,0.0,,,
2021-04-26,Japan,Yamanashi,JPN,1138,19.0,1040.0,79.0,78.0,1.0,35312.0,0.0,,,
2021-04-26,Japan,Nagano,JPN,3741,62.0,3376.0,353.0,348.0,5.0,143675.0,0.0,,,
2021-04-26,Japan,Gifu,JPN,5667,131.0,5156.0,380.0,375.0,5.0,182367.0,0.0,,,
2021-04-26,Japan,Shizuoka,JPN,6327,121.0,5989.0,217.0,216.0,1.0,284390.0,0.0,,,
2021-04-26,Japan,Aichi,JPN,31957,619.0,28515.0,2823.0,2802.0,21.0,538780.0,0.0,,,
2021-04-26,Japan,Mie,JPN,3558,77.0,3032.0,543.0,531.0,12.0,91905.0,0.0,,,
2021-04-26,Japan,Shiga,JPN,3553,61.0,3035.0,457.0,453.0,4.0,101680.0,0.0,,,
2021-04-26,Japan,Kyoto,JPN,11881,182.0,10346.0,1384.0,1368.0,16.0,207282.0,0.0,,,
2021-04-26,Japan,Osaka,JPN,76483,1376.0,57321.0,17085.0,16716.0,369.0,1360338.0,0.0,,,
2021-04-26,Japan,Hyogo,JPN,29235,659.0,24052.0,4524.0,4434.0,90.0,364605.0,0.0,,,
2021-04-26,Japan,Nara,JPN,5823,71.0,4714.0,1038.0,1018.0,20.0,121657.0,0.0,,,
2021-04-26,Japan,Wakayama,JPN,2049,24.0,1630.0,363.0,311.0,52.0,30171.0,0.0,,,
2021-04-26,Japan,Tottori,JPN,362,2.0,285.0,64.0,64.0,0.0,59994.0,0.0,,,
2021-04-26,Japan,Shimane,JPN,335,0.0,297.0,38.0,38.0,0.0,19437.0,0.0,,,
2021-04-26,Japan,Okayama,JPN,3639,37.0,2907.0,396.0,385.0,11.0,95544.0,0.0,,,
2021-04-26,Japan,Hiroshima,JPN,5669,109.0,5277.0,259.0,255.0,4.0,237949.0,0.0,,,
2021-04-26,Japan,Yamaguchi,JPN,1724,43.0,1449.0,232.0,231.0,1.0,77872.0,0.0,,,
2021-04-26,Japan,Tokushima,JPN,1188,37.0,765.0,386.0,380.0,6.0,41480.0,0.0,,,
2021-04-26,Japan,Kagawa,JPN,1165,21.0,1010.0,140.0,136.0,4.0,60207.0,0.0,,,
2021-04-26,Japan,Ehime,JPN,2213,32.0,1807.0,374.0,363.0,11.0,57959.0,0.0,,,
2021-04-26,Japan,Kochi,JPN,996,19.0,938.0,39.0,37.0,2.0,7743.0,0.0,,,
2021-04-26,Japan,Fukuoka,JPN,21915,346.0,19431.0,2138.0,2119.0,19.0,582365.0,0.0,,,
2021-04-26,Japan,Saga,JPN,1535,13.0,1329.0,210.0,205.0,5.0,37388.0,0.0,,,
2021-04-26,Japan,Nagasaki,JPN,1967,40.0,1662.0,276.0,275.0,1.0,89490.0,0.0,,,
2021-04-26,Japan,Kumamoto,JPN,3953,77.0,3522.0,354.0,348.0,6.0,62491.0,0.0,,,
2021-04-26,Japan,Oita,JPN,1674,24.0,1340.0,310.0,309.0,1.0,106688.0,0.0,,,
2021-04-26,Japan,Miyazaki,JPN,2145,22.0,2013.0,102.0,101.0,1.0,29454.0,0.0,,,
2021-04-26,Japan,Kagoshima,JPN,2037,28.0,1933.0,91.0,91.0,0.0,80588.0,0.0,,,
2021-04-26,Japan,Okinawa,JPN,12179,133.0,10881.0,1171.0,1162.0,9.0,187493.0,0.0,,,
2021-04-27,Japan,Hokkaido,JPN,23530,849.0,21282.0,1396.0,1375.0,21.0,515853.0,0.0,,,
2021-04-27,Japan,Aomori,JPN,1503,22.0,1255.0,226.0,226.0,0.0,31979.0,0.0,,,
2021-04-27,Japan,Iwate,JPN,858,31.0,745.0,82.0,80.0,2.0,55100.0,0.0,,,
2021-04-27,Japan,Miyagi,JPN,7950,61.0,7311.0,557.0,544.0,13.0,117404.0,0.0,,,
2021-04-27,Japan,Akita,JPN,425,9.0,352.0,64.0,64.0,0.0,9973.0,0.0,,,
2021-04-27,Japan,Yamagata,JPN,1467,32.0,1256.0,179.0,175.0,4.0,46717.0,0.0,,,
2021-04-27,Japan,Fukushima,JPN,3237,123.0,2791.0,323.0,312.0,11.0,182436.0,0.0,,,
2021-04-27,Japan,Ibaraki,JPN,7970,133.0,7298.0,539.0,521.0,18.0,29367.0,0.0,,,
2021-04-27,Japan,Tochigi,JPN,5281,71.0,4987.0,223.0,219.0,4.0,195946.0,0.0,,,
2021-04-27,Japan,Gunma,JPN,5803,103.0,5373.0,327.0,325.0,2.0,134030.0,0.0,,,
2021-04-27,Japan,Saitama,JPN,37176,740.0,34298.0,2138.0,2107.0,31.0,743737.0,0.0,,,
2021-04-27,Japan,Chiba,JPN,32722,618.0,30923.0,1181.0,1163.0,18.0,537321.0,0.0,,,
2021-04-27,Japan,Tokyo,JPN,136426,1879.0,128601.0,5946.0,5891.0,55.0,1986161.0,0.0,,,
2021-04-27,Japan,Kanagawa,JPN,52783,812.0,50209.0,1762.0,1725.0,37.0,795181.0,0.0,,,
2021-04-27,Japan,Niigata,JPN,2217,22.0,1831.0,364.0,362.0,2.0,105306.0,0.0,,,
2021-04-27,Japan,Toyama,JPN,1279,29.0,1101.0,149.0,143.0,6.0,50549.0,0.0,,,
2021-04-27,Japan,Ishikawa,JPN,2399,69.0,2055.0,273.0,259.0,14.0,69393.0,0.0,,,
2021-04-27,Japan,Fukui,JPN,849,33.0,663.0,167.0,164.0,3.0,46675.0,0.0,,,
2021-04-27,Japan,Yamanashi,JPN,1148,19.0,1052.0,77.0,76.0,1.0,35312.0,0.0,,,
2021-04-27,Japan,Nagano,JPN,3762,66.0,3405.0,344.0,339.0,5.0,145210.0,0.0,,,
2021-04-27,Japan,Gifu,JPN,5720,131.0,5199.0,390.0,386.0,4.0,184843.0,0.0,,,
2021-04-27,Japan,Shizuoka,JPN,6354,121.0,5998.0,235.0,233.0,2.0,288664.0,0.0,,,
2021-04-27,Japan,Aichi,JPN,32118,619.0,28757.0,2742.0,2718.0,24.0,542285.0,0.0,,,
2021-04-27,Japan,Mie,JPN,3602,79.0,3061.0,558.0,547.0,11.0,91905.0,0.0,,,
2021-04-27,Japan,Shiga,JPN,3597,61.0,3068.0,468.0,459.0,9.0,101799.0,0.0,,,
2021-04-27,Japan,Kyoto,JPN,12000,182.0,10415.0,1437.0,1418.0,19.0,208276.0,0.0,,,
2021-04-27,Japan,Osaka,JPN,77713,1390.0,57924.0,17689.0,17313.0,376.0,1367460.0,0.0,,,
2021-04-27,Japan,Hyogo,JPN,29535,663.0,24315.0,4557.0,4464.0,93.0,368474.0,0.0,,,
2021-04-27,Japan,Nara,JPN,5899,72.0,4858.0,969.0,948.0,21.0,123336.0,0.0,,,
2021-04-27,Japan,Wakayama,JPN,2076,25.0,1670.0,349.0,295.0,54.0,33162.0,0.0,,,
2021-04-27,Japan,Tottori,JPN,364,2.0,288.0,69.0,69.0,0.0,60760.0,0.0,,,
2021-04-27,Japan,Shimane,JPN,338,0.0,297.0,41.0,40.0,1.0,19437.0,0.0,,,
2021-04-27,Japan,Okayama,JPN,3686,37.0,2907.0,396.0,385.0,11.0,95544.0,0.0,,,
2021-04-27,Japan,Hiroshima,JPN,5732,109.0,5335.0,265.0,260.0,5.0,243826.0,0.0,,,
2021-04-27,Japan,Yamaguchi,JPN,1764,43.0,1481.0,240.0,239.0,1.0,77872.0,0.0,,,
2021-04-27,Japan,Tokushima,JPN,1203,38.0,804.0,361.0,354.0,7.0,42106.0,0.0,,,
2021-04-27,Japan,Kagawa,JPN,1181,21.0,1024.0,142.0,138.0,4.0,60431.0,0.0,,,
2021-04-27,Japan,Ehime,JPN,2241,33.0,1846.0,362.0,349.0,13.0,57959.0,0.0,,,
2021-04-27,Japan,Kochi,JPN,1010,19.0,940.0,51.0,47.0,4.0,7775.0,0.0,,,
2021-04-27,Japan,Fukuoka,JPN,22069,348.0,19523.0,2198.0,2178.0,20.0,587902.0,0.0,,,
2021-04-27,Japan,Saga,JPN,1550,13.0,1341.0,213.0,208.0,5.0,37697.0,0.0,,,
2021-04-27,Japan,Nagasaki,JPN,2010,40.0,1674.0,307.0,306.0,1.0,90196.0,0.0,,,
2021-04-27,Japan,Kumamoto,JPN,3999,77.0,3524.0,398.0,391.0,7.0,62800.0,0.0,,,
2021-04-27,Japan,Oita,JPN,1725,24.0,1345.0,356.0,355.0,1.0,108401.0,0.0,,,
2021-04-27,Japan,Miyazaki,JPN,2155,22.0,2018.0,107.0,106.0,1.0,29900.0,0.0,,,
2021-04-27,Japan,Kagoshima,JPN,2048,28.0,1941.0,96.0,96.0,0.0,80965.0,0.0,,,
2021-04-27,Japan,Okinawa,JPN,12265,134.0,11011.0,1126.0,1114.0,12.0,187584.0,0.0,,,
2021-04-28,Japan,Hokkaido,JPN,23749,854.0,21371.0,1399.0,1378.0,21.0,520573.0,0.0,,,
2021-04-28,Japan,Aomori,JPN,1531,22.0,1264.0,245.0,245.0,0.0,32577.0,0.0,,,
2021-04-28,Japan,Iwate,JPN,867,31.0,751.0,85.0,83.0,2.0,55480.0,0.0,,,
2021-04-28,Japan,Miyagi,JPN,7992,63.0,7385.0,527.0,516.0,11.0,117933.0,0.0,,,
2021-04-28,Japan,Akita,JPN,430,9.0,359.0,62.0,62.0,0.0,10042.0,0.0,,,
2021-04-28,Japan,Yamagata,JPN,1467,32.0,1256.0,179.0,175.0,4.0,47220.0,0.0,,,
2021-04-28,Japan,Fukushima,JPN,3280,123.0,2819.0,338.0,327.0,11.0,184322.0,0.0,,,
2021-04-28,Japan,Ibaraki,JPN,8040,133.0,7348.0,559.0,539.0,20.0,29586.0,0.0,,,
2021-04-28,Japan,Tochigi,JPN,5309,71.0,5001.0,237.0,234.0,3.0,213140.0,0.0,,,
2021-04-28,Japan,Gunma,JPN,5867,103.0,5399.0,365.0,363.0,2.0,136538.0,0.0,,,
2021-04-28,Japan,Saitama,JPN,37400,743.0,34443.0,2214.0,2186.0,28.0,749052.0,0.0,,,
2021-04-28,Japan,Chiba,JPN,32865,620.0,31067.0,1178.0,1159.0,19.0,537850.0,0.0,,,
2021-04-28,Japan,Tokyo,JPN,137351,1880.0,129244.0,6227.0,6174.0,53.0,1997763.0,0.0,,,
2021-04-28,Japan,Kanagawa,JPN,53040,814.0,50399.0,1827.0,1789.0,38.0,800062.0,0.0,,,
2021-04-28,Japan,Niigata,JPN,2242,22.0,1861.0,359.0,357.0,2.0,106657.0,0.0,,,
2021-04-28,Japan,Toyama,JPN,1291,29.0,1117.0,145.0,139.0,6.0,51157.0,0.0,,,
2021-04-28,Japan,Ishikawa,JPN,2428,71.0,2069.0,286.0,273.0,13.0,69976.0,0.0,,,
2021-04-28,Japan,Fukui,JPN,849,33.0,683.0,153.0,151.0,2.0,46955.0,0.0,,,
2021-04-28,Japan,Yamanashi,JPN,1170,19.0,1060.0,91.0,90.0,1.0,35312.0,0.0,,,
2021-04-28,Japan,Nagano,JPN,3804,68.0,3437.0,343.0,339.0,4.0,146049.0,0.0,,,
2021-04-28,Japan,Gifu,JPN,5778,131.0,5233.0,414.0,411.0,3.0,186293.0,0.0,,,
2021-04-28,Japan,Shizuoka,JPN,6379,121.0,6009.0,249.0,248.0,1.0,290648.0,0.0,,,
2021-04-28,Japan,Aichi,JPN,32399,624.0,28896.0,2879.0,2850.0,29.0,547913.0,0.0,,,
2021-04-28,Japan,Mie,JPN,3662,81.0,3081.0,597.0,586.0,11.0,91905.0,0.0,,,
2021-04-28,Japan,Shiga,JPN,3642,61.0,3102.0,479.0,469.0,10.0,102153.0,0.0,,,
2021-04-28,Japan,Kyoto,JPN,12112,185.0,10560.0,1404.0,1386.0,18.0,210702.0,0.0,,,
2021-04-28,Japan,Osaka,JPN,78973,1404.0,58664.0,18183.0,17804.0,379.0,1383975.0,0.0,,,
2021-04-28,Japan,Hyogo,JPN,30038,668.0,24664.0,4706.0,4613.0,93.0,372338.0,0.0,,,
2021-04-28,Japan,Nara,JPN,6004,72.0,4933.0,999.0,978.0,21.0,124213.0,0.0,,,
2021-04-28,Japan,Wakayama,JPN,2102,26.0,1708.0,336.0,280.0,56.0,33520.0,0.0,,,
2021-04-28,Japan,Tottori,JPN,365,2.0,293.0,64.0,64.0,0.0,61161.0,0.0,,,
2021-04-28,Japan,Shimane,JPN,343,0.0,302.0,41.0,40.0,1.0,19437.0,0.0,,,
2021-04-28,Japan,Okayama,JPN,3773,37.0,2907.0,396.0,385.0,11.0,95544.0,0.0,,,
2021-04-28,Japan,Hiroshima,JPN,5778,109.0,5356.0,286.0,283.0,3.0,243826.0,0.0,,,
2021-04-28,Japan,Yamaguchi,JPN,1790,43.0,1487.0,260.0,257.0,3.0,82172.0,0.0,,,
2021-04-28,Japan,Tokushima,JPN,1224,39.0,841.0,344.0,337.0,7.0,42608.0,0.0,,,
2021-04-28,Japan,Kagawa,JPN,1204,22.0,1030.0,158.0,156.0,2.0,60943.0,0.0,,,
2021-04-28,Japan,Ehime,JPN,2279,33.0,1873.0,373.0,361.0,12.0,58160.0,0.0,,,
